1 38.15995 9195.335
1 47.45717 11193.86
1 33.87492 7696.106
1 41.60539 9859.26
1 23.22661 1834.295
1 48.12914 16187.12
1 20.20365 1587.882
1 25.2514 2983.25
1 73.49621 49000.17
1 89.01707 59236.49
1 78.74431 39806.95
1 9.856627 316.9382
1 23.27243 3085.193
1 88.67343 49708.29
1 20.16615 1493.106
2 72.88033 618351
2 5.429638 151.811
2 68.03822 313596.9
2 89.7915 1065157
2 52.73939 148918
2 42.71855 111878.3
2 70.64667 424303.3
2 28.06631 28123.71
2 58.49781 214086.6
2 53.21081 214237.2
2 24.72226 21825.48
2 31.1271 37550.33
2 43.58466 129688.7
2 43.43697 103699.9
2 34.70031 50922.1
3 52.36403 64893.29
3 59.98081 108877.8
3 19.25844 4289.852
3 92.76879 328306.3
3 17.5877 2619.211
3 72.82114 165758
3 80.4677 136767.7
3 0.4912796 0.1301403
3 7.797685 263.9084
3 49.01599 48318.76
3 4.112866 40.77586
3 66.75513 91398.87
3 28.45174 12821.73
3 2.991826 21.96376
3 77.88183 207787.2
4 6.679937 504.05
4 8.595331 1361.233
4 22.68271 40099.53
4 44.43524 442780.6
4 6.094438 464.5018
4 89.49408 4689407
4 30.99354 96803.83
4 71.1796 1597437
4 97.40446 5674231
4 59.85281 964102.5
4 0.2095129 0.005458571
4 33.21612 165807.9
4 6.244377 594.4931
4 62.05175 1690410
4 75.35076 3335387
5 29.78046 157726.4
5 10.9904 4167.909
5 17.44616 22908.69
5 3.833347 105.4226
5 81.45437 4607661
5 2.455215 35.86997
5 74.39781 3424971
5 17.41127 25271.6
5 43.99682 474915.8
5 92.05055 9736057
5 10.81942 3745.437
5 18.81776 23492.57
5 97.42278 5233840
5 7.868658 971.7646
5 95.08418 7300351
6 39.98317 108235.2
6 85.59528 1267195
6 32.91994 43166.02
6 11.58357 1515.816
6 29.01898 47642.25
6 9.55023 920.9729
6 96.43585 1395028
6 28.87376 24484.83
6 57.43357 283240
6 49.80316 203369.9
6 72.59334 1118230
6 26.47871 30225.53
6 30.73794 44580.61
6 91.36 1340579
6 79.28324 635893.1
7 93.81805 91040.89
7 26.31281 3569.85
7 41.4923 10197.92
7 5.311463 67.57423
7 99.67319 119161.6
7 4.804544 40.22364
7 14.4651 856.2078
7 19.7192 1725.89
7 47.83024 18250.44
7 33.21083 5557.492
7 24.35942 4035.346
7 44.31539 15087.87
7 44.28417 12889.26
7 97.54134 164370.2
7 76.79888 75543.85
8 45.53552 78241.77
8 21.96608 12651.09
8 55.55493 152835.7
8 30.68579 30562.25
8 53.586 129469.2
8 48.17893 132289.7
8 75.34021 337811.2
